0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
Opera,Renata Scotto,Il dolce suono,4RoC6FClYV9JOgYmbHGCWL,10,0.966,0.29,853840,0.0763,9.85e-05,D#,0.239,-21.288,Major,0.0479,94.277,3/4,0.115
Reggaeton,Ozuna,R.I.P. Bradley,0obVh2OxB7ApECxsQVKATo,18,0.418,0.774,526760,0.381,1.57e-06,E,0.346,-10.871,Minor,0.149,82.013,4/4,0.256
Ska,Dead Kennedys,Macho Insecurity,2AHbAwxcCYOaKsCELlMXRF,24,0.00164,0.303,90279,0.98,0.0,F,0.116,-4.52,Major,0.169,101.119,4/4,0.171
Electronic,Zeds Dead,Cowboy,0vxrrFssWvLVI4T4fgf4r1,36,0.0125,0.526,265320,0.723,0,D,0.389,-5.243,Major,0.07,87.639,4/4,0.388
Folk,The High Kings,The Rising Of The Moon,4P068EubmZuz0hAfBHZmgX,36,0.432,0.453,270320,0.716,0.0,D,0.202,-7.018,Major,0.0338,111.021,4/4,0.567
Comedy,Brian Posehn,Brutal Roast,0WDMoD7YhJZ65r5eC8b9ld,22,0.699,0.606,327090,0.383,0.0,B,0.324,-15.128,Minor,0.963,77.083,4/4,0.27
Opera,Giuseppe Verdi,"Verdi: Macbeth, Act 3: Ballo",4TGLxeT7aUjnITs5nQOyOO,26,0.973,0.414,191773,0.25,0.785,C,0.0999,-15.035,Major,0.0444,118.238,1/4,0.345
Rock,Kim Wilde,Kids In America,02SQcBSULnUUm3QHxbF8H9,55,0.0762,0.565,205640,0.853,0.0,E,0.165,-2.333,Major,0.0519,159.332,4/4,0.338
Country,Justin Moore,Bed Of My Chevy,6W2iNy14pJ4DW30yCY4bop,48,0.143,0.547,206520,0.612,0.0,F#,0.135,-5.484,Major,0.029,133.765,4/4,0.552
Comedy,Lewis Black,The Media,5BtXJnEM6bLMfFKjzMTGrU,31,0.759,0.555,167084,0.464,0.0,B,0.972,-16.368,Minor,0.95,180.202,4/4,0.236
Classical,George Antheil,Carnival of the Beautiful Dresses: VI. Love Affair Valse,76s5amZpr5H0H8HuLqQfMN,29,0.994,0.472,58307,0.0306,0.901,G,0.103,-27.039,Minor,0.0393,71.91,3/4,0.139
Opera,Richard Wagner,"Das Rheingold, WWV 86A / Zweite Szene: ""Schwester! BrÃ¼der! Rettet! Helft!""",7mY6fmzMx43QGXKIBHq16U,6,0.923,0.353,275707,0.0703,0.0,G,0.315,-23.511,Major,0.0479,84.894,4/4,0.0788
Reggae,Mama Kin,Rescue,0emGJPigs67paWS90idLHq,42,0.275,0.664,257053,0.612,0.13,C,0.116,-6.837,Major,0.0329,106.992,3/4,0.327
Rock,Fall Out Boy,Champion,4kIsMXtFDPa1MqAxwErURx,58,0.000957,0.445,192533,0.909,3.51e-05,C,0.378,-4.109,Major,0.134,94.025,4/4,0.297
Dance,Kid Ink,Be Real (feat. DeJ Loaf),2npJP0YTkykkqjezhA1g8f,66,0.0702,0.762,206720,0.601,0.000351,A,0.151,-5.415,Minor,0.0817,99.95,4/4,0.377
Movie,Bobby Driscoll,Following the Leader,5b4Z27O4GMxiqlHLZx8Pxb,39,0.68,0.657,102893,0.335,2.7e-06,F,0.14,-11.661,Major,0.0864,65.935,4/4,0.964
Classical,Ludwig van Beethoven,"Piano Sonata No.14 in C sharp minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto",5pXh34tM6IxMYkvgrHGrMT,29,0.995,0.177,456733,0.0278,0.915,D,0.0971,-40.286,Major,0.035,44.974,4/4,0.307
Classical,Ravi Shankar,Gaayatri,5FW8WmFAxsNaJgtxOfRNpY,29,0.994,0.241,204160,0.12,0.00105,D#,0.101,-16.632,Major,0.0412,118.927,3/4,0.0769
Classical,AntonÃ­n DvoÅÃ¡k,"Slavonic Dances, Op. 46 (Remastered): No. 1 in C Major. Presto",1jiJirPp6y1s51k6lSTSw6,27,0.747,0.554,235280,0.269,0.853,C,0.0712,-15.066,Major,0.0369,130.14,3/4,0.559
Indie,Halsey,Alone (Calvin Harris Remix) (Feat. Stefflon Don),5K09638EBQjVMrZYXA89aC,71,0.137,0.829,199199,0.819,0.00792,D,0.282,-3.43,Minor,0.131,123.944,4/4,0.35
Anime,å½©é³,ãã§ãã°ã©ã ,1ZewccDOxvLIqtrmhEkttX,25,0.00022,0.412,298800,0.931,0,D,0.339,-4.974,Minor,0.0613,179.148,4/4,0.472
Dance,R3HAB,Freak - Joe Stone 2K18 Edit,2xbRwcylUnX881qaqf5ZZJ,73,0.222,0.666,177143,0.855,0,B,0.502,-5.318,Minor,0.236,125.943,4/4,0.769
Anime,Yuki Hayashi,Clutch,7AwU0HmWQhx4y08fUvL9Ko,23,0.276,0.267,119200,0.698,0.805,E,0.225,-7.561,Minor,0.0722,119.788,4/4,0.17
Blues,Badfinger,I Miss You,6NxaqUXlIdmb2jOjEjKGkt,0,0.903,0.291,155107,0.16,0.0987,A,0.308,-14.809,Minor,0.0291,83.666,4/4,0.164
Movie,Mike Douglas,(The Story of) The First Christmas Carol,5qg4UBiXgQUe1QTytClA5n,0,0.841,0.331,194133,0.241,0.00279,F,0.35,-16.798,Major,0.0433,101.916,3/4,0.368
Indie,Hebe Tien,å°å¹¸é,1ZeVIrCWzEmsJexkrgvjFv,63,0.75,0.519,265522,0.412,0.0,C,0.101,-8.584,Major,0.0365,157.916,4/4,0.506
Reggaeton,J-King y Maximan,Loco por Verla,3A1QIWenyHJ9Hzsj4OfMVm,31,0.0126,0.83,200816,0.772,4.67e-06,A,0.101,-2.332,Minor,0.107,98.02,4/4,0.508
Comedy,Tommy Ryman,Toots and Farts,6sauVvIY5BNHLjxoyDoSju,15,0.78,0.689,63893,0.857,0.0,C,0.733,-7.217,Minor,0.916,86.556,4/4,0.558
Childrenâs Music,Puddle Of Mudd,Psycho,3e2KBwxibC1rq4bA5TNKW2,58,0.00838,0.58,210653,0.911,0.0,C#,0.241,-3.467,Major,0.0634,126.046,4/4,0.433
Rock,Chris Young,Lonely Eyes,2j79NtwxoWDmkiH4MGwdLq,60,0.0326,0.657,217413,0.674,1.88e-05,C#,0.0947,-5.273,Major,0.0319,106.005,4/4,0.336
Opera,Emmerich KÃ¡lmÃ¡n,Ein HerbstmanÃ¶ver (Giessen Version with Dialogue by B. Kovalik): Wenn bei Nacht ich einsam stehe,2olvEJTmkBEZzRzkSzPebM,0,0.901,0.466,207728,0.189,0.00194,E,0.277,-18.308,Minor,0.229,120.157,5/4,0.556
Dance,Florence + The Machine,Heartlines,3w0Kw31MTI6NwWjCBJNUJk,46,0.074,0.294,301533,0.731,0,A,0.119,-4.386,Minor,0.0439,109.981,4/4,0.23
Rock,Aerosmith,Back In the Saddle,0ZGLuduCPjgWY1n85ykgMe,59,0.00578,0.426,280360,0.903,0.00945,C#,0.0945,-9.661,Major,0.0389,122.201,4/4,0.762
Rock,LCD Soundsystem,I Can Change,2073QOEC8rBtSyTsRyaWiP,57,0.00215,0.644,352004,0.73,0.00178,C#,0.233,-6.565,Major,0.0287,116.981,4/4,0.695
Jazz,Kenny G,Sabor A Mi,4Pu9FoZv0FPYD1aDE1lmJ2,43,0.845,0.568,262533,0.503,0.541,G#,0.104,-6.595,Major,0.0297,88.953,4/4,0.24
Blues,Eric Johnson,Manhattan,21i2hxJAkQCWlSWejTkN0T,41,0.619,0.602,292600,0.355,0.036,F#,0.205,-13.881,Major,0.0255,99.271,4/4,0.281
Opera,Marilyn Horne,The Bethlehem Babe,1l1xkihbsK0e6Fqve7OYJP,4,0.98,0.172,322227,0.295,8.22e-05,F#,0.275,-17.414,Major,0.0473,174.502,5/4,0.191
Rap,Gucci Mane,Members Only,3zyySJVPMSDF57tB7KbWlI,52,0.135,0.783,194013,0.629,0.0,A#,0.0838,-6.647,Minor,0.154,136.099,4/4,0.652
Comedy,Dane Cook,Cinematic Adventures,3GesmmJKWlLh4fGqFIK25h,27,0.507,0.522,731800,0.995,0.0,A,0.875,-4.377,Major,0.916,87.909,3/4,0.0756
Movie,Bruno Pelletier,OÃ¹ est donc l'amour,6As7YNyv0NWTMEjFJVELyD,0,0.263,0.519,282400,0.437,0.0,G,0.373,-7.568,Minor,0.0261,74.866,4/4,0.214
Alternative,Eric B. & Rakim,I Ain't No Joke,0SwuCcwpFM6x4cu5zOvmi0,45,0.155,0.858,232760,0.714,2.91e-05,D,0.102,-9.496,Major,0.32,104.227,4/4,0.727
Indie,Castlecomer,Fire Alarm,7IhXIYTj3JnqoyXWut3jFF,53,0.000151,0.513,237453,0.924,0.0203,A,0.303,-4.574,Major,0.0503,145.01,4/4,0.52
Jazz,Roy Ayers,Liquid Love,1uOgZkPPwGgya04nRoM1wy,46,0.0812,0.463,286533,0.6,0.0437,A#,0.036,-6.968,Minor,0.0259,82.623,4/4,0.652
Hip-Hop,Bubba Sparxxx,Ms. New Booty,0k6HUzaRHpQ3eEWr1C7Esh,65,0.016,0.64,252653,0.62,0.0,C#,0.0831,-5.931,Major,0.416,129.37,5/4,0.609
Country,The Avett Brothers,At the Beach,03xNUQYx0Mb7Sdsq0YcZgY,49,0.37,0.563,249173,0.756,1.55e-05,G,0.114,-7.916,Major,0.0565,105.121,4/4,0.624
Soundtrack,Carter Burwell,Little Blackie,35YUoPrmlLvkp7xPM2RSnS,28,0.989,0.273,65120,0.0573,0.935,G,0.12,-23.842,Major,0.0505,174.058,3/4,0.206
Country,Chris Young,Gettin' You Home,28Sc21lrWcZD9Ov4rRkPJq,62,0.44,0.639,212133,0.678,1.45e-06,G,0.221,-5.02,Major,0.0278,106.966,4/4,0.531
Hip-Hop,XXXTENTACION,Off the Wall!,0GRmh4ZlobfhvDE9L4CbOs,69,0.123,0.834,203494,0.374,0.0,C#,0.134,-10.173,Major,0.333,140.001,4/4,0.545
Dance,Hayley Kiyoko,This Side of Paradise,7i1WcWycZthlbU1nBKMWQx,50,0.0355,0.702,211965,0.673,0.000944,G#,0.154,-5.425,Minor,0.0287,121.976,4/4,0.49
Pop,Kehlani,Down for You (feat. BJ the Chicago Kid),6DkmFhzJrkVhDlcgcEy7Pc,57,0.456,0.479,227755,0.711,0.0,F#,0.215,-4.977,Minor,0.236,79.54,5/4,0.347
Jazz,Nightmares On Wax,Good Ship,0aS5xkmXjTon2gdDxrY6fq,46,0.0203,0.788,301644,0.329,0.0269,C#,0.0878,-10.265,Major,0.171,105.997,4/4,0.583
Soul,Euroz,T.F.T.T.I.,40nhvH9KCgPYdXi21eDTPw,37,0.0194,0.404,232000,0.388,0.0,C#,0.118,-8.768,Major,0.0387,119.73,4/4,0.075
Reggae,Seedless,It's Always Something,2zxJudxagliSy5N5Y0yqr7,25,0.164,0.704,236043,0.818,0.0,A,0.187,-4.053,Minor,0.163,83.051,4/4,0.65
Country,Toby Keith,As Good As I Once Was,7G6l2FtQyRhQgYgut2I6i8,65,0.275,0.679,227840,0.842,0.0,F,0.135,-4.364,Major,0.0376,119.013,4/4,0.72
Electronic,What So Not,Stuck In Orbit,1eAoilR79bjLWEmxmdC1eV,37,0.273,0.468,325627,0.524,0.000281,A,0.281,-8.423,Major,0.0925,184.02,4/4,0.046
Alternative,Eryn Allen Kane,With You,63LhjHIJFprgGjfxhuhF4K,44,0.664,0.355,189186,0.82,0,D#,0.086,-4.45,Major,0.103,95.658,4/4,0.471
R&B,Sean Kingston,Me Love,44M8gY48QHhvc6vn5be10N,55,0.0628,0.66,204293,0.847,0.0,C#,0.112,-3.25,Major,0.191,180.01,4/4,0.925
Hip-Hop,Pouya,Pe$Os,7aayLkoDFs4CLdi6zUNph1,58,0.171,0.852,153600,0.507,0.00683,F#,0.0895,-7.383,Major,0.293,99.996,4/4,0.398
Soul,Ella Vos,In Your Corner,2xLYYc8mgGB36HSlKTkmXO,50,0.512,0.604,198619,0.406,8.8e-05,B,0.161,-7.604,Major,0.0314,109.774,4/4,0.0868
Folk,Paul Simon,Loves Me Like a Rock,7oH43GUMu7wCKoFZMWhosG,49,0.228,0.658,212747,0.591,0.0,G,0.196,-10.42,Major,0.0669,144.821,4/4,0.702
Jazz,Nai Palm,Blackstar / Pyramid Song / Breathing Underwater,35UWvlbsmgszfUWllYv68B,38,0.874,0.433,550920,0.394,0.0,B,0.108,-8.336,Minor,0.036,121.638,5/4,0.34
Childrenâs Music,My Morning Jacket,One Big Holiday,4hcNGsiVC4bJRrucc6BAU1,48,0.0925,0.412,321373,0.917,0.0143,A,0.24,-7.036,Minor,0.0525,136.85,4/4,0.313
Children's Music,Nursery Rhymes and Kids Songs,Did you Ever See a Lassie,0VAZ9otBw9HYHDBJLACsVd,0,0.671,0.706,127803,0.553,0.976,F,0.0869,-21.2,Major,0.0828,139.989,3/4,0.968
Opera,Jules Massenet,"""Pourquoi me rÃ©veiller, Ã´ souffle du printemps?""",47KC5PP73D2eqdmnaLPAOy,30,0.939,0.205,183520,0.186,0.753,F#,0.119,-18.988,Minor,0.0412,79.817,4/4,0.0965
Comedy,Chris Rock,Clermont Lounge #2,2AY6vaZ1zLEouJjq5cCtB7,23,0.894,0.592,58440,0.434,0.0,G#,0.432,-14.152,Minor,0.503,90.551,3/4,0.802
Indie,Tore Bojsten,Consideration - Acoustic,4O4kZfHsxo8oHjkSTCclYD,58,0.733,0.533,191607,0.126,0.0,D#,0.116,-11.674,Major,0.0404,105.079,4/4,0.259
World,Kemuel,Oh QuÃ£o Lindo Esse Nome Ã (What a Beautiful Name) [Sony Music Live],58EmHn2c6ArCeIsSWBx60n,58,0.00697,0.41,314290,0.579,0.0,D,0.0948,-7.116,Major,0.0469,135.979,4/4,0.144
R&B,Zion.T,Malla Gang,6e4ne0tPa87okwHyfcLRxP,43,0.175,0.914,183155,0.53,0.0,F,0.173,-8.066,Minor,0.318,140.001,4/4,0.795
Folk,Vetiver,Rolling Sea,5DoqWRUnorOZluJ0o3xeWa,38,0.812,0.537,318893,0.314,0.0932,D,0.102,-11.175,Major,0.029,134.59,4/4,0.482
Rap,Yung Lean,Red Bottom Sky,2WloLsoUqp1A0xxNAwoiwh,63,0.73,0.692,303413,0.401,0.000932,G,0.0722,-9.382,Major,0.0936,120.336,4/4,0.33
Pop,Hayden James,Something About You - ODESZA Remix,6vjWim6xU6tPjA42GxSp1U,65,0.0216,0.709,343800,0.669,0.0125,B,0.146,-8.422,Minor,0.0409,105.004,4/4,0.106
Soul,Ben E. King,Come Closer to Me,4vH7AAArSCrfS9HwM7t6yb,43,0.572,0.483,155733,0.468,0.00059,F#,0.435,-11.535,Major,0.0289,105.88,4/4,0.794
Opera,Vincenzo Bellini,"I Puritani (1997 - Remaster), Act I, Scena terza: Son vergin vezzosa (Elvira/Enrichetta/Arturo/Giorgio/Valton/Coro)",1IdDP9d5tkqedEmtH1m7EK,11,0.968,0.381,215133,0.228,1.3e-05,D,0.363,-15.906,Major,0.0604,111.522,3/4,0.238
Rap,Mike Posner,Move On,3SOp10shYtVHuZWxVGenUb,76,0.176,0.741,178400,0.686,0.553,D,0.439,-5.704,Major,0.0361,102.027,4/4,0.418
Hip-Hop,T.I.,Jefe (feat. Meek Mill),595Sl1FDWMXRUktv5LO2gD,68,0.0925,0.713,208486,0.825,0.0,D,0.58,-5.25,Major,0.288,127.95,4/4,0.742
Country,Thomas Rhett,When I Was Your Man,2Fv1cWu2Hg2Z4UXsu3fbrx,48,0.927,0.557,226747,0.392,0.0,G,0.116,-4.931,Major,0.0393,71.914,4/4,0.336
Rock,The Neighbourhood,Single,5Ma3BlNVDtn3JiwMEafSaq,65,0.755,0.249,262320,0.492,0.0,D,0.243,-7.108,Minor,0.0352,54.134,4/4,0.34
Country,Molly Hatchet,Flirtin' with Disaster,61BywQA7q8KjpGjp3rHuRv,56,0.00153,0.273,299200,0.821,0.0157,A,0.18,-6.262,Major,0.0433,179.882,4/4,0.739
Ska,La Matatena,Yo No me Sentaria En Tu Mesa,7nTov3WdY9uEooLl3tohlH,27,0.00155,0.449,134133,0.794,0.00036,C,0.108,-8.619,Major,0.0684,194.969,4/4,0.873
Anime,Rei Yasuda,dazzling tomorrow - Instrumental,7ssgmy8ypOj6387YcYkabw,4,0.00057,0.584,297573,0.679,0.809,F,0.157,-7.512,Major,0.0244,111.983,4/4,0.587
Soul,Outasight,Tonight Is The Night,0tr0D36L1RwPdUTFfyNq37,48,0.0343,0.625,190000,0.786,1.05e-06,G,0.202,-3.814,Major,0.0465,119.982,4/4,0.537
Ska,Buck-O-Nine,Irish Drinking Song,0AdDummqsyHaWshOa1gQuQ,40,0.0199,0.558,118053,0.791,0.0,C,0.296,-9.473,Major,0.0645,112.617,4/4,0.491
Opera,Georges Bizet,Bizet: Carmen: Les tringles des sistres tintaient: Danse Bohemienne - Act Two,7gMjPhMs89d43tQc6NlFzT,20,0.979,0.406,493827,0.387,0.0323,C,0.284,-17.169,Major,0.139,110.898,4/4,0.359
Country,Lee Brice,Friends We Won't Forget,17wOzNAceJ9qxdyK0Yqes0,38,0.0104,0.348,218947,0.895,0,G#,0.231,-5.268,Major,0.0683,173.963,4/4,0.361
Ska,The Skatalites,Rock Fort Rock,5iLpRDS6TNaIxh1zppyfEY,45,0.144,0.607,421867,0.462,0.066,A,0.117,-9.702,Minor,0.302,167.994,4/4,0.357
Blues,Billie Holiday,Big Stuff,26lU3dw0Mi3fyeupT1MJsV,35,0.933,0.618,152600,0.264,0.0,A,0.0908,-9.692,Major,0.0407,79.738,4/4,0.39
Country,William Clark Green,She Loves Horses,2zESgCpILGWNclCKeCYAO3,36,0.04,0.446,226253,0.63,0.000125,D,0.0965,-5.774,Major,0.0265,84.975,4/4,0.202
Jazz,Zero 7,Look Up,4WI1HJJ2izaDLe79vRyF7J,37,0.0077,0.293,357040,0.726,0.108,C#,0.106,-7.038,Major,0.0373,103.741,4/4,0.28
Childrenâs Music,Local H,Bound For The Floor,7izsUQjOYXVWkmFvEpTakb,56,0.000114,0.621,223213,0.495,0.00126,F#,0.0592,-7.492,Major,0.0618,119.207,4/4,0.638
Jazz,Coleman Hawkins,Hawk's Variation (Pt. 1),7HVLKg8RsXaRaGzbONE3MJ,35,0.984,0.47,138293,0.117,0.922,F,0.185,-15.586,Minor,0.0977,76.968,4/4,0.677
Reggaeton,Zion & Lennox,Ahora Te Busco,43DGvMfr2rWSUAxY1qrPxP,20,0.047,0.764,156693,0.793,0.000143,A,0.172,-8.724,Minor,0.0464,94.996,4/4,0.812
Dance,Carrie Underwood,Church Bells,67citk3uzWs5qbaIVKTeg8,66,0.226,0.575,193333,0.844,0,D#,0.0538,-1.772,Minor,0.0633,87.007,4/4,0.542
Classical,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 12. Un poco piÃ¹ moto",3OkeQfMJbcUpQyYF6i2SyQ,26,0.967,0.237,55960,0.12,0.937,C,0.113,-31.539,Major,0.0346,156.942,4/4,0.28
World,Markers Worship,ë¯¿ìê³¼ ì¶ Faith and Life (Solo ë°ìë¯¸ Park Eun Mi),5TAJcWH76zk1XMmdKeTI0E,22,0.113,0.309,332952,0.475,0.0,G,0.226,-8.221,Major,0.0277,131.71,4/4,0.202
Electronic,Flux Pavilion,Emotional - Draper Remix,3O3JsSOjllUk3jLtLsZVFa,43,0.0059,0.309,223938,0.932,0.15,B,0.234,-3.213,Minor,0.234,174.98,4/4,0.291
Jazz,Euge Groove,Rain Down On Me (feat. Peter White),1Vvk2a6FQY2A39HzQuuzhO,29,0.583,0.469,439973,0.467,0.68,C,0.185,-6.471,Major,0.0411,72.04,4/4,0.131
Opera,Jules Massenet,"Manon / Act 2: Allons, il le faut...Adieu, notre petite table",5CTU0HQDR4DmJWDmKSXL0K,5,0.988,0.254,234000,0.0282,0.0187,G,0.0868,-26.5,Minor,0.0535,89.71,1/4,0.0343
Dance,Natasha Bedingfield,These Words,6QLU1GKy2Zh2mOh2uoJ0TV,66,0.0322,0.734,216360,0.635,0,F,0.0808,-7.03,Major,0.0816,96.99,4/4,0.931
Alternative,DaniLeigh,No Limits,5cPdJLM4dTbC3YPs2jYAoe,54,0.451,0.858,100347,0.458,4.32e-06,F#,0.108,-8.492,Minor,0.121,133.965,4/4,0.242
Anime,SILENT SIREN,KAKUMEI,5AGTR3NZcFEfiZn9rmJtCs,33,0.00832,0.528,269867,0.866,0,G#,0.309,-3.821,Major,0.0463,159.95,4/4,0.766
Anime,Yuki Hayashi,æ··è¿·,5BQw7dRYZgpkCof9IcW66i,14,0.169,0.606,102320,0.113,0.873,C,0.105,-17.598,Major,0.0348,100.022,4/4,0.0822
Soundtrack,Greg Edmonson,Uncharted - Drake's Fortune: Nateâs Theme,53Lp7OESwvZmD9D4b4fMG6,45,0.925,0.199,112710,0.16,0.948,F#,0.137,-15.826,Major,0.036,114.581,3/4,0.0391
Jazz,Everette Harp,Don't Look Any Further,7DozIz9VWn2wOM67Tvutkm,30,0.296,0.699,318933,0.747,0.752,A#,0.0683,-8.443,Minor,0.162,189.9,4/4,0.747
Hip-Hop,De La Ghetto,Caliente (feat. J Balvin),7zjxmI7AldHmhWfFozqv3t,63,0.318,0.837,206560,0.847,0.0,E,0.261,-4.395,Major,0.0982,90.996,4/4,0.73
World,Buena Vista Social Club,Candela,5FEbJEYluldTJNZOeAahlC,60,0.725,0.514,329080,0.579,2.97e-05,A,0.142,-14.248,Major,0.0382,100.89,4/4,0.834
Reggae,Mat McHugh,Under The Landslide (Slight Return),3pwLC1ASuOc5Aw9Ndr7Cnt,42,0.187,0.616,240973,0.582,0.2,F,0.0995,-9.676,Major,0.031,82.983,4/4,0.567
Reggae,Alborosie,Contradiction (feat. Chronixx),4A2EuH7CRXeUpLh84TLsav,48,0.191,0.681,239547,0.554,1.11e-06,F#,0.0866,-5.946,Minor,0.202,172.08,4/4,0.834
Rap,Global Dan,TTYL,6201LFzwGVmZESejxnX4U9,52,0.0812,0.731,182611,0.448,0.0,C,0.0534,-9.374,Major,0.122,170.036,4/4,0.436
Folk,Daryl Hall & John Oates,Rich Girl,0qRR9d89hIS0MHRkQ0ejxX,68,0.461,0.573,142787,0.683,0.0,F,0.0935,-6.644,Major,0.176,169.519,4/4,0.817
Childrenâs Music,Beastie Boys,Make Some Noise,2Bz2Q1JNwwPj40T9AvzE7f,54,0.0192,0.712,210360,0.887,1.11e-05,D,0.0597,-5.049,Major,0.144,98.036,4/4,0.63
Opera,Jean-Philippe Rameau,"Six Concerts transcrits en Sextuor, SixiÃ¨me concert: La poule",5eUmAF4WXGuFYcrI4vbxqK,20,0.96,0.559,356560,0.326,0.765,F#,0.108,-13.548,Minor,0.0394,115.822,4/4,0.368
World,Tim Hecker,Is a rose petal of the dying crimson light,0bE6agdMLTZ4DisxA6zXrd,35,0.876,0.166,206966,0.129,0.932,E,0.157,-23.239,Minor,0.0405,141.97,3/4,0.0548
World,Yaima,Odonata,72tvlgilu2ipucsC9yCsmX,32,0.832,0.599,313613,0.474,0.842,A,0.0978,-11.199,Minor,0.0441,167.985,4/4,0.419
Classical,Wolfgang Amadeus Mozart,"Violin Concerto No. 4 in D Major, K. 218 - Cadenza: Giovanni Sollima: 1. Allegro",3raQQB9vy20zQtWPMRQskj,29,0.971,0.447,509270,0.11,0.801,D,0.092,-22.182,Major,0.0439,126.431,4/4,0.518
Soundtrack,Max Richter,The Poem,0OgS30BGbySTLKOIEyAhK1,34,0.932,0.267,143493,0.0844,0.67,A,0.374,-26.576,Minor,0.0338,118.357,3/4,0.153
Hip-Hop,Kendrick Lamar,How Much A Dollar Cost,4tQcyj5488alHT1ZgFduzn,60,0.415,0.624,261747,0.729,0.0,C#,0.135,-4.747,Major,0.198,87.948,4/4,0.334
Reggae,Bob Marley & The Wailers,Jamming - Live At Ahoy Hallen/1978,2VoXgpYu0nZZLWJL8JswhY,32,0.032,0.558,474160,0.763,0.000178,B,0.547,-9.226,Minor,0.126,132.991,4/4,0.614
Anime,Sukima Switch,Ah Yeah!! - anime ver.,5vDUNjaRLiNrfwu87PauNp,31,0.0218,0.515,94107,0.905,0,G#,0.0405,-5.31,Major,0.0449,139.861,4/4,0.719
Electronic,Blockhead,By Myself Meeting,5x2pxNsOxmAopJ6DTwW5dm,31,0.463,0.759,178607,0.183,0.159,B,0.509,-18.992,Minor,0.0786,139.969,4/4,0.69
Rap,Ludacris,What's Your Fantasy (Featuring Shawna),4LwOrnuxJwR7C5Sw4liY4Z,64,0.171,0.914,275907,0.813,0.0,A,0.124,-3.607,Major,0.163,140.089,4/4,0.962
Dance,DJ Snake,Pigalle,6GTxdh4FiA8XyCLFK1vvgG,54,0.000238,0.629,263107,0.873,0.00127,B,0.0999,-4.959,Minor,0.0502,135.001,4/4,0.103
Rap,The Notorious B.I.G.,Gimme The Loot,1xIxMz1sNQ4b6svH1GuTtF,66,0.0867,0.713,304147,0.647,0.0,G,0.636,-8.22,Major,0.439,94.036,4/4,0.694
World,Andrew Cyrille,Worried Woman,56iyS6kjCTUj2eypZXNPgh,37,0.647,0.34,455760,0.187,0.58,F,0.0948,-18.404,Minor,0.0333,140.563,4/4,0.225
Dance,The Aston Shuffle,Stay (feat. Dana Williams),3ZznDRLojMv5oWkeuvGSFR,57,0.00228,0.679,233987,0.863,6.41e-05,G,0.0839,-5.784,Major,0.0396,118.016,4/4,0.3
Soundtrack,Howard Shore,The Forbidden Pool,0NZEbtZWPpgXiXNqK6tXnP,41,0.874,0.0742,327400,0.0459,0.935,A,0.0905,-27.364,Minor,0.0453,80.091,4/4,0.029
Classical,Johann Sebastian Bach,"Partita No. 4 in D Major, BWV 828: II. Allemande",5LvS4yHImAEEQ7ES2g2Ivb,44,0.995,0.241,573533,0.0381,0.905,D,0.0838,-27.813,Major,0.0509,70.682,3/4,0.116
Hip-Hop,Moneybagg Yo,Pleading The Fifth (feat. Quavo),3LUPftNsM4KOk7kINY8keB,62,0.372,0.601,193734,0.621,0.0,G#,0.126,-6.821,Minor,0.265,159.892,4/4,0.622
World,Planetshakers,Nothing Is Impossible,004gWbREIKWLrhtE8ExswJ,35,0.00202,0.413,250347,0.836,0.0,C,0.0842,-4.867,Major,0.0433,143.962,4/4,0.303
Opera,Gioachino Rossini,Cruda sorte! Amor tiranno!,5wMF7brmGAnf0cT2vibNpY,3,0.976,0.357,365667,0.0954,3.22e-05,F,0.15,-20.71,Major,0.0602,82.937,3/4,0.11
Soundtrack,Bear McCreary,The Marriage Contract,3AnhBuu60kMAR2G0jQXIQc,45,0.0813,0.541,113627,0.31,0.489,A,0.266,-14.955,Major,0.0339,132.179,4/4,0.0912
Ska,The Dropsteppers,Hot Mess,6UTAYE6BVCUOFkTKmCIIl8,15,0.0648,0.816,227547,0.754,0.183,F,0.209,-6.182,Major,0.0327,133.854,4/4,0.932
Anime,rerulili,"Mr.Music feat. Maho Tomita, Kazusa Aranami, Eri Sendai & Kumi Sakima",3BcRvkN2fX7iKtIqJDuZEZ,9,0.0253,0.699,269160,0.609,2.28e-06,C#,0.274,-6.827,Major,0.0386,121.986,4/4,0.693
Hip-Hop,Obie Trice,Shit Hits The Fan,1r3cH3Y1QGe8VseL8GEvn2,61,0.0374,0.79,291968,0.906,0.00679,C#,0.294,-0.957,Major,0.203,91.979,4/4,0.573
Hip-Hop,Pusha T,Sweet Serenade,07m2dSALVCvqaKJ6iqO1Tt,50,0.0191,0.561,219293,0.688,0.00192,G,0.377,-6.668,Major,0.397,149.567,4/4,0.384
Country,Reba McEntire,And Still,0QNXTDxOUXk03ennVkqXrM,35,0.53,0.589,208707,0.447,0,F,0.118,-7.604,Major,0.0282,74.953,4/4,0.139
Ska,Soda Stereo,Signos,5f6FKVoc3mfhxImJBqbrPJ,22,0.71,0.604,316733,0.607,0.126,A,0.143,-8.149,Minor,0.0362,125.072,4/4,0.465
